"ST_CASE","COUNTY","CITY","DAY","MONTH","YEAR","DAY_WEEK","HOUR","MINUTE","LATITUDE","LONGITUD","WEATHER","FATALS","DRUNK_DR"
490223,35,865,22,11,2015,1,14,37,40.66724167,-111.98661389,1,1,0
490224,45,610,22,11,2015,1,11,35,40.58625,-112.4331,1,1,0
490225,35,1820,16,10,2015,6,19,10,40.70189722,-111.90308889,1,1,0
490226,35,865,19,10,2015,2,23,15,40.64839722,-112.02461667,1,1,0
490227,35,1700,28,10,2015,4,16,8,40.73851667,-111.90153889,1,1,1
490228,35,1924,31,10,2015,7,20,11,40.64346111,-111.95784722,1,1,0
490229,35,1700,9,11,2015,2,10,36,40.73450278,-111.904825,1,1,0
490230,11,1910,10,12,2015,5,18,43,41.08906944,-112.04795833,2,1,0
490231,57,1310,17,12,2015,5,17,42,41.30163056,-111.96881667,1,1,0
490232,49,40,17,12,2015,5,8,1,40.37230278,-111.77863889,4,1,0
490233,35,1924,7,11,2015,7,15,10,40.65301389,-111.93125278,1,1,0
490236,35,1020,30,11,2015,2,7,27,40.71915556,-112.14536944,1,1,0
490237,35,1700,3,12,2015,5,14,16,40.71109444,-111.80185556,1,1,0
490238,3,1470,4,12,2015,6,15,34,41.46774722,-112.05469722,10,1,0
490239,51,650,8,12,2015,3,17,21,40.48475278,-111.40497222,10,1,0
490241,3,1470,10,12,2015,5,17,59,41.45966667,-112.03726667,2,1,0
490243,57,1650,18,12,2015,6,5,46,41.18564167,-112.02590278,1,1,0
490244,35,1240,26,11,2015,5,3,24,40.63068333,-111.85057778,10,1,1
490246,3,2120,28,12,2015,2,19,10,41.35989167,-112.04336389,4,1,0
490249,49,1460,7,12,2015,2,6,58,40.04364167,-111.74259167,1,1,0
490252,35,1240,1,11,2015,1,10,58,40.6461,-111.94685833,1,1,1
490253,3,390,7,12,2015,2,17,8,41.66663889,-112.14078889,1,1,0
490254,7,1540,18,12,2015,6,18,5,39.60102222,-110.81215556,1,1,0
490255,3,730,29,12,2015,3,7,55,41.83946667,-112.43620556,10,1,0
490256,11,1900,23,11,2015,2,9,14,41.15100833,-112.02558889,1,1,0
490257,3,1050,30,12,2015,4,8,30,41.49598056,-111.9616,1,1,0
490258,49,940,10,12,2015,5,12,0,40.38603333,-111.85720833,1,1,0
490260,49,1560,26,12,2015,7,17,28,40.21461111,-111.65883056,1,1,0
500001,7,155,10,1,2015,7,19,8,44.570475,-73.15556944,1,1,1
500002,7,199,19,1,2015,2,6,53,44.51205278,-73.09540556,4,2,0
500003,5,600,23,1,2015,6,20,54,44.47329167,-72.02466944,1,2,1
500004,7,155,4,4,2015,7,17,9,44.54229722,-73.19755278,1,1,0
500005,1,746,14,4,2015,3,17,36,44.04505833,-73.193625,1,1,1
500006,7,246,26,4,2015,1,11,6,44.32636389,-73.10287778,10,2,0
500007,17,764,2,5,2015,7,16,28,44.08835556,-72.51724444,1,1,1
500008,11,650,10,5,2015,1,18,47,44.89346667,-73.16612778,10,1,1
500009,11,218,22,5,2015,6,23,53,44.756125,-73.1544,1,1,0
500010,3,795,24,5,2015,1,16,25,42.87805833,-73.11529167,1,2,0
500011,7,155,12,6,2015,6,20,58,44.497525,-73.17345278,2,1,0
500013,27,101,15,6,2015,2,14,40,43.59971944,-72.71728889,2,1,0
500014,1,212,17,6,2015,4,17,50,44.23503611,-73.24325556,1,1,1
500015,11,35,26,6,2015,6,12,54,44.79983611,-72.78705278,1,1,0
500016,21,147,2,7,2015,5,14,55,43.64456111,-73.19834722,1,1,0
500017,5,309,4,7,2015,7,14,14,44.5124,-72.02635278,1,1,0
500018,23,71,6,7,2015,2,11,38,44.22142222,-72.55681389,1,1,0
500019,5,609,8,7,2015,4,16,55,44.674075,-72.132875,1,1,0
500020,11,590,12,7,2015,1,17,16,44.83815833,-73.10044722,1,1,1
500021,19,163,16,7,2015,5,17,13,44.65259722,-72.40581944,1,1,0
500022,11,218,25,7,2015,7,11,3,44.72889167,-73.19751667,1,1,0
500023,27,686,25,7,2015,7,11,23,43.35815556,-72.42360278,1,1,0
500024,21,295,31,7,2015,6,22,13,43.60751944,-72.75125278,1,1,0
500025,25,730,9,8,2015,1,19,22,43.07276389,-72.50995556,1,1,0
500027,27,457,17,8,2015,2,15,12,43.73018333,-72.27982222,1,1,0
500028,3,297,23,8,2015,1,2,47,43.24777222,-72.85500556,1,1,1
500029,17,671,29,8,2015,7,12,11,43.96154167,-72.2876,1,1,0
500030,11,650,3,9,2015,5,12,35,44.88785833,-73.09116944,1,2,1
500031,25,342,4,9,2015,6,16,49,42.86626111,-72.72427222,1,1,0
500032,21,475,7,9,2015,2,15,38,43.35245,-73.18167222,1,1,0
500033,25,770,7,9,2015,2,17,15,42.87064722,-72.90395278,1,1,0
500034,21,490,18,9,2015,6,5,49,43.74889722,-73.04746667,1,1,0
500037,1,360,3,10,2015,7,19,17,43.97074167,-73.11654167,1,1,0
500038,7,75,6,10,2015,3,21,18,44.37319722,-72.87854167,1,1,0
500039,27,241,14,10,2015,4,22,54,43.59464722,-72.34906667,1,1,0
500040,15,390,15,10,2015,5,6,17,44.51901111,-72.62019167,5,1,0
500042,11,190,5,11,2015,5,2,20,44.90898333,-72.81528889,1,1,1
500043,27,630,9,11,2015,2,20,16,43.30376667,-72.49253889,1,1,0
500044,23,187,25,11,2015,4,0,14,44.26986667,-72.45768333,1,1,1
500045,19,158,30,11,2015,2,7,0,44.87028889,-72.21462778,1,1,0
500046,15,390,3,12,2015,5,12,35,44.57544722,-72.59193333,2,1,0
500047,11,207,5,12,2015,7,8,20,44.68279722,-72.95126111,1,1,1
500048,11,243,5,12,2015,7,16,0,44.92594722,-72.96963611,1,1,0
500049,21,689,12,12,2015,7,17,4,43.42768333,-73.19641111,1,1,0
500050,21,295,29,12,2015,3,14,14,43.66465833,-72.81215833,2,3,0
510002,840,2640,2,1,2015,6,18,59,39.17771389,-78.17285278,10,1,0
510008,550,468,4,1,2015,1,1,3,36.86336667,-76.14805556,2,1,1
510018,550,468,18,1,2015,1,5,20,36.78392222,-76.22523611,10,1,0
510021,800,2390,20,1,2015,3,17,34,36.76527778,-76.60583333,10,1,0
510024,710,1760,23,1,2015,6,12,40,36.96673611,-76.29468056,10,1,0
510025,800,2390,25,1,2015,1,7,47,36.87055556,-76.44277778,10,1,0
510036,810,2540,3,2,2015,3,17,3,36.79451389,-76.08190278,10,1,0
510047,800,2390,10,2,2015,3,8,4,36.55644444,-76.753,2,2,0
510048,740,1970,8,2,2015,1,2,40,36.81472222,-76.34784167,10,1,0
510050,810,2540,31,1,2015,7,13,49,36.77618056,-76.071025,10,1,0
510057,810,2540,23,1,2015,6,2,34,36.92138889,-76.04444444,10,1,1
510060,550,468,17,2,2015,3,21,30,36.79083333,-76.39491389,10,1,1
510068,650,1180,12,2,2015,5,6,24,37.04281111,-76.43301389,10,1,1
510075,700,1720,4,2,2015,4,18,3,37.00083333,-76.41805556,10,1,0
510078,550,468,27,2,2015,6,17,50,36.82409722,-76.41051389,4,1,1
510086,800,2390,24,2,2015,3,8,44,36.75416667,-76.51472222,10,1,0
510098,790,2330,24,1,2015,7,10,54,38.17746667,-79.09301389,3,1,0
510099,710,1760,4,2,2015,4,5,23,36.89189722,-76.25801111,10,1,0
510108,650,1180,16,1,2015,6,20,58,37.03972222,-76.34824722,10,1,1
510114,710,1760,7,2,2015,7,2,22,36.93166667,-76.24416667,10,1,1
510122,810,2540,23,3,2015,2,18,47,36.79972222,-76.06559722,10,1,1
510124,770,2100,31,1,2015,7,2,33,37.31290278,-79.95183889,10,3,2
510126,550,468,26,3,2015,5,20,13,36.81694444,-76.26555556,10,1,0
510131,710,1760,2,4,2015,5,5,51,36.91277778,-76.26305556,10,1,1
510137,810,2540,7,4,2015,3,6,10,36.80111111,-76.20055556,10,1,1
510139,810,2540,5,4,2015,1,14,29,36.75944444,-76.01527778,10,1,1
510143,510,40,9,4,2015,5,21,59,38.81638889,-77.13638889,2,2,1
510144,760,2060,12,4,2015,1,14,18,37.58781944,-77.473025,10,1,1
510146,760,2060,13,4,2015,2,14,45,37.56562222,-77.49963611,10,1,1
510157,710,1760,15,4,2015,4,6,45,36.83286667,-76.19591111,10,1,0
510158,810,2540,15,4,2015,4,22,29,36.77416667,-76.02666667,10,1,1
510167,590,720,25,4,2015,7,3,5,36.62861111,-79.39861111,10,1,1
510173,800,2390,28,4,2015,3,6,27,36.57111111,-76.58269167,10,2,0
510177,810,2540,12,4,2015,1,2,30,36.84444444,-76.18444444,10,1,2
510182,550,468,5,5,2015,3,15,53,36.80266667,-76.22752222,10,1,0
510186,59,1220,8,5,2015,6,7,2,38.96983611,-77.40648333,10,1,0
510192,710,1760,8,3,2015,1,16,10,36.85611111,-76.18361111,10,1,1
510193,550,468,13,5,2015,4,13,56,36.64944444,-76.35534167,10,1,0
510194,810,2540,10,5,2015,1,15,2,36.84138889,-76.04833333,10,1,0
510195,810,2540,9,5,2015,7,20,24,36.80926944,-76.21908056,10,1,0
510197,640,1050,4,4,2015,7,13,23,36.66645833,-80.90459444,10,1,0
510200,770,2100,8,3,2015,1,1,44,37.28611111,-79.96972222,10,1,1
510202,710,1760,2,4,2015,5,22,8,36.85064167,-76.1994,10,1,1
510203,810,2540,9,5,2015,7,20,4,36.88350833,-76.18324722,10,1,0
510223,670,1290,7,5,2015,5,16,1,37.28936389,-77.26018889,10,1,1
510230,550,468,30,5,2015,7,12,19,36.71552222,-76.15472222,10,1,0
510231,550,468,14,5,2015,5,6,20,36.75746667,-76.285,10,1,0
510248,710,1760,2,6,2015,3,20,45,36.96166667,-76.26861111,2,1,1
510252,700,1720,1,3,2015,1,1,7,37.02815,-76.44988611,10,1,0
510266,590,720,14,6,2015,1,10,52,36.58444444,-79.42593889,10,1,0
510270,775,2170,21,5,2015,5,10,12,37.27472222,-80.03694444,2,1,0
510284,700,1720,19,4,2015,1,1,20,37.00420278,-76.43517778,10,1,0
510287,760,2060,24,6,2015,4,18,59,37.52,-77.50916667,10,1,0
510288,700,1720,28,4,2015,3,21,45,37.13555833,-76.52578333,10,1,1
510289,800,2390,25,6,2015,5,16,51,36.75451389,-76.51504167,2,1,0
510292,590,720,26,6,2015,6,19,5,36.60472222,-79.41166667,10,1,0
510293,550,468,11,6,2015,5,3,40,36.76441111,-76.34468056,10,1,0
510294,700,1720,19,6,2015,6,3,49,37.13339167,-76.52411111,10,1,1
510297,550,468,19,6,2015,6,12,9,36.76932222,-76.25973611,10,1,0
510302,700,1720,12,6,2015,6,12,29,37.08859444,-76.45823056,10,1,0
510312,810,2540,29,5,2015,6,18,12,36.79538056,-76.09893056,10,1,0
510318,810,2540,2,7,2015,5,13,43,36.78256944,-76.11991389,10,1,0
510322,760,2060,13,7,2015,2,1,0,37.49705,-77.43315833,10,1,1
510329,700,1720,1,6,2015,2,15,24,37.03111111,-76.45166667,10,1,0
510342,710,1760,25,5,2015,2,18,40,36.93269444,-76.20333611,10,1,0
510347,510,40,28,4,2015,3,3,40,38.83111111,-77.10805556,10,1,0
510358,810,2540,22,7,2015,4,12,6,36.82555556,-76.16055556,10,1,0
510368,650,1180,14,6,2015,1,16,42,37.03083333,-76.40555556,10,1,0
510369,650,1180,25,7,2015,7,2,13,37.06258056,-76.31030833,10,1,1
510373,550,468,26,7,2015,1,3,52,36.77527778,-76.27277778,10,1,1
510378,710,1760,8,7,2015,4,15,21,36.85168333,-76.27801389,10,1,0
510384,680,1490,5,8,2015,4,22,30,37.39666667,-79.17888889,10,1,1
510393,800,2390,9,8,2015,1,21,0,36.88389167,-76.43051944,10,1,1
510402,630,1020,9,8,2015,1,5,10,38.29389722,-77.50634722,10,1,0
510404,570,620,6,8,2015,5,20,7,37.28583333,-77.38916667,2,1,1
510415,760,2060,22,8,2015,7,16,50,37.53305556,-77.42777778,10,1,1
510416,760,2060,25,8,2015,3,17,22,37.51229167,-77.46358611,10,1,0
510422,800,2390,2,9,2015,4,16,29,36.58333333,-76.58611111,10,1,0
510429,800,2390,5,9,2015,7,12,52,36.55953611,-76.66836667,10,1,0
510439,800,2390,30,8,2015,1,14,32,36.69597778,-76.61215278,10,1,1
510447,710,1760,6,9,2015,1,23,36,36.84418056,-76.20890556,10,1,0
510449,700,1720,9,9,2015,4,3,56,37.15305556,-76.53666667,10,1,1
510457,740,1970,7,9,2015,2,14,53,36.79897778,-76.37997778,10,2,0
510487,710,1760,23,9,2015,4,15,17,36.92584167,-76.284975,10,1,0
510514,680,1490,9,10,2015,6,14,17,37.36581944,-79.20139722,10,1,1
510517,800,2390,9,10,2015,6,6,25,36.68606944,-76.76532222,10,1,0
510521,700,1720,19,8,2015,4,21,17,37.11756667,-76.49663333,10,1,0
510523,740,1970,5,8,2015,4,8,45,36.86908889,-76.37632222,10,1,0
510533,700,1720,29,8,2015,7,18,52,37.12869444,-76.56249167,10,1,1
510534,650,1180,19,10,2015,2,8,50,37.06599167,-76.42815833,10,1,0
510537,550,468,18,10,2015,1,0,55,36.62833333,-76.26472222,10,1,0
510538,735,1946,25,9,2015,6,20,50,37.12417778,-76.38645556,2,1,0
510539,760,2060,10,10,2015,7,0,59,37.52625,-77.43541111,2,1,1
510541,510,40,3,9,2015,5,9,36,38.81611111,-77.0625,10,1,0
510545,735,1946,25,10,2015,1,2,38,37.12562222,-76.37591111,10,1,1
510552,630,1020,3,11,2015,3,3,37,38.29055556,-77.47277778,10,1,0
510555,810,2540,1,11,2015,1,1,29,36.73833333,-76.10027778,10,1,1
510557,750,2020,19,9,2015,7,19,7,37.13036667,-80.51653889,10,1,0
510560,550,468,30,10,2015,6,6,53,36.73777778,-76.33638889,10,1,0
510580,760,2060,1,11,2015,1,4,37,37.55916667,-77.41833333,2,1,0
510595,760,2060,21,11,2015,7,9,4,37.51194444,-77.47611111,10,1,0
510599,760,2060,22,11,2015,1,7,40,37.53814444,-77.51990556,10,1,0
510600,740,1970,18,9,2015,6,4,21,36.81861111,-76.30611111,10,1,1
510614,660,1190,9,11,2015,2,17,23,38.43833333,-78.85472222,2,1,0
510629,650,1180,3,11,2015,3,15,45,37.00571389,-76.38065833,10,1,0
510630,650,1180,28,11,2015,7,5,7,37.04414722,-76.39883056,10,1,1
510631,550,468,3,12,2015,5,21,40,36.77281111,-76.32428333,10,1,0
510639,760,2060,15,12,2015,3,20,30,37.49916667,-77.47833333,10,1,0
510649,810,2540,24,10,2015,7,2,20,36.83367222,-76.11216389,10,1,0
510653,710,1760,17,11,2015,3,18,7,36.87922222,-76.25364167,10,1,0
510662,760,2060,23,12,2015,4,17,45,37.51861111,-77.42606944,2,1,0
510663,760,2060,25,12,2015,6,19,48,37.48287222,-77.44463889,2,1,0
510674,800,2390,30,12,2015,4,16,40,36.75102778,-76.52600833,2,1,0
510682,550,468,5,12,2015,7,12,39,36.779025,-76.43829167,10,1,0
510689,550,468,19,12,2015,7,17,49,36.77555556,-76.28194444,10,1,0
510698,820,2610,15,12,2015,3,11,5,38.05982222,-78.94333333,10,1,0
510701,710,1760,29,11,2015,1,11,5,36.8775,-76.24583333,10,1,0
510703,700,1720,5,11,2015,5,3,40,37.19722222,-76.56722222,2,1,0
510704,700,1720,10,11,2015,3,2,7,37.03138889,-76.45861111,2,1,1
510705,700,1720,24,12,2015,5,23,14,36.93111944,-76.40685,10,1,1
510706,650,1180,26,12,2015,7,21,18,37.00457778,-76.38268056,10,1,0
510707,700,1720,26,11,2015,5,20,46,37.11472222,-76.49222222,10,1,1
510708,550,468,21,9,2015,2,12,50,36.75388889,-76.26527778,2,1,0
510710,800,2390,27,12,2015,1,3,33,36.76441111,-76.48472222,5,1,1
510713,710,1760,13,12,2015,1,4,22,36.83861111,-76.21,10,1,1
530001,35,180,1,1,2015,5,4,0,47.50182222,-122.80050278,1,1,1
530009,15,1010,12,1,2015,2,8,9,46.12583056,-122.9006,10,1,0
530014,33,170,16,1,2015,6,5,53,47.75868056,-122.18528889,1,1,0
530019,73,150,22,1,2015,5,17,37,48.99399444,-122.734975,10,1,0
530020,61,2030,22,1,2015,5,15,26,47.912025,-122.10874167,2,1,0
530021,53,539,18,1,2015,1,16,26,47.09146667,-122.67421111,1,1,1
530023,63,2110,25,1,2015,1,1,28,47.65710278,-117.4329,1,1,1
530028,53,2230,16,1,2015,6,6,16,47.23118056,-122.45081944,10,1,0
530029,33,2310,18,1,2015,1,8,10,47.45598889,-122.26352222,2,1,0
530030,61,1280,25,1,2015,1,2,43,48.07548889,-122.16714444,10,1,0
530031,11,240,31,1,2015,7,2,18,45.62140556,-122.44736667,1,1,1
530032,33,1960,29,1,2015,5,18,23,47.66852222,-122.31189167,1,1,0
530033,61,1407,29,1,2015,5,14,39,47.79025556,-122.31115278,1,1,0
530034,9,760,7,1,2015,4,11,26,47.95029722,-124.38542778,1,1,0
530035,53,747,16,1,2015,6,19,30,47.24315556,-122.39004444,1,1,0
530036,53,2210,7,1,2015,4,16,25,47.23895278,-122.22522778,1,1,0
530038,53,2230,15,1,2015,5,7,4,47.25403889,-122.45219167,1,1,0
530041,53,747,9,2,2015,2,22,27,47.242975,-122.34660556,10,1,0
530042,33,980,11,2,2015,4,0,40,47.51747778,-122.02843611,1,1,1
530049,25,460,20,2,2015,6,20,29,47.61569722,-119.29280278,1,2,0
530053,61,690,22,2,2015,1,3,30,48.02890833,-122.18430833,5,1,0
530054,63,2110,20,2,2015,6,18,11,47.67311111,-117.42669444,10,1,0
530055,5,1020,22,2,2015,1,18,15,46.20516111,-119.22206389,1,1,0
530057,61,1215,23,2,2015,2,17,50,47.81974722,-122.281775,1,1,0
530058,33,1820,28,2,2015,7,1,17,47.67494722,-122.10591944,10,1,1
530061,73,110,25,2,2015,4,16,23,48.74496667,-122.45457778,2,1,0
530062,61,2030,7,2,2015,7,12,4,47.93373611,-122.10108056,2,1,0
530066,61,1338,7,3,2015,7,0,5,47.85535,-122.19559444,1,1,0
530072,11,2370,7,3,2015,7,23,59,45.65358333,-122.56881111,1,1,1
530078,63,2113,13,3,2015,6,5,35,47.66771389,-117.20076389,1,1,0
530079,53,1124,5,3,2015,5,18,15,47.17703611,-122.56554167,1,1,0
530082,61,690,20,3,2015,6,19,52,47.98514444,-122.20846944,10,1,0
530086,67,1102,25,3,2015,4,5,49,47.05049722,-122.816125,2,1,0
530089,61,690,29,3,2015,1,9,41,47.96501111,-122.19971944,1,1,1
530090,33,2310,30,3,2015,2,16,16,47.46475556,-122.26678611,1,1,0
530091,53,2230,31,3,2015,3,0,6,47.23993611,-122.40757778,2,1,0
530092,21,1660,9,3,2015,2,2,43,46.22745556,-119.10103056,1,1,0
530094,11,2370,31,3,2015,3,9,35,45.64024167,-122.68095556,1,1,0
530096,67,2320,1,4,2015,4,23,24,47.02831667,-122.94857778,1,1,1
530098,21,1660,2,4,2015,5,16,58,46.23419722,-119.13856389,1,1,0
530102,33,1960,8,4,2015,4,22,35,47.52584167,-122.29233611,10,1,1
530104,53,2230,10,4,2015,6,15,41,47.23866944,-122.41666944,2,1,0
530105,61,1280,18,4,2015,7,8,26,48.10404167,-122.16029722,1,1,0
530106,61,1120,19,4,2015,1,13,21,48.01325278,-122.10810556,1,1,0
530108,61,2030,19,4,2015,1,14,51,47.94562778,-122.10104722,1,1,0
530109,33,1960,18,4,2015,7,12,57,47.50049444,-122.24255278,1,1,0
530110,53,2230,17,4,2015,6,16,39,47.23535556,-122.44046944,1,1,0
530113,33,1830,18,1,2015,1,6,22,47.50565278,-122.15694444,2,1,0
530115,63,2113,3,3,2015,3,0,18,47.63353333,-117.21818611,10,1,1
530121,63,2110,26,4,2015,1,14,1,47.70806111,-117.43644167,1,1,0
530122,33,1030,24,4,2015,6,21,2,47.370125,-122.22469167,1,1,1
530125,61,170,1,5,2015,6,13,45,47.79184444,-122.2079,1,1,0
530129,77,1220,4,5,2015,2,16,44,46.21621111,-119.99570556,1,1,0
530131,63,2110,7,5,2015,5,23,53,47.64306944,-117.50883889,1,1,1
530133,5,1850,11,5,2015,2,4,55,46.31419722,-119.29378056,1,1,0
530134,61,80,11,3,2015,4,15,16,48.16284444,-122.12948333,1,1,0
530135,61,690,10,5,2015,1,2,41,48.00138056,-122.17421389,1,1,0
530143,33,229,9,5,2015,7,2,0,47.49945833,-122.33370278,1,1,0
530149,33,1958,21,5,2015,5,0,0,47.46144444,-122.29073056,1,1,0
530150,53,747,1,5,2015,6,20,59,47.20823611,-122.32261111,10,1,0
530151,7,1160,25,5,2015,2,1,12,47.67186667,-120.50351389,1,1,1
530165,33,1960,14,6,2015,1,3,13,47.60690278,-122.33000556,1,1,1
530168,33,1960,10,6,2015,4,10,46,47.60996389,-122.33156944,1,1,0
530170,33,2310,20,6,2015,7,23,38,47.46470278,-122.28023611,1,1,0
530171,47,1600,15,6,2015,2,22,15,48.45670833,-119.51620556,1,1,1
530175,33,1960,26,3,2015,5,16,33,47.60793889,-122.3331,1,1,0
530177,53,160,13,4,2015,2,10,12,47.17156667,-122.17932778,10,3,0
530180,33,1960,9,5,2015,7,0,44,47.59655833,-122.32245,1,1,0
530182,61,170,7,6,2015,1,22,30,47.79239444,-122.20927222,1,1,0
530183,63,2110,5,6,2015,6,0,42,47.64916944,-117.45086944,1,1,1
530189,33,1030,16,6,2015,3,8,18,47.37455,-122.30069444,1,1,0
530191,33,100,1,6,2015,2,10,57,47.30086111,-122.23235,2,1,0
530192,41,1450,25,6,2015,5,12,40,46.58989722,-122.89461389,1,1,0
530198,33,1960,27,6,2015,7,23,6,47.67575833,-122.31193889,1,1,1
530199,61,80,25,6,2015,5,17,23,48.17557778,-122.14065556,1,1,0
530200,33,1050,16,6,2015,3,1,46,47.70659722,-122.16458889,1,1,1
530201,33,735,29,6,2015,2,18,11,47.27288889,-122.31370556,1,1,0
530202,11,2370,14,6,2015,1,19,45,45.63566944,-122.52290556,1,1,1
530210,33,1820,1,7,2015,4,16,58,47.670725,-122.12156944,1,1,0
530222,53,800,8,7,2015,4,9,33,47.30571944,-122.57668056,1,1,0
530225,35,1730,10,7,2015,6,6,30,47.74158056,-122.63759722,1,1,0
530227,33,980,15,7,2015,4,9,33,47.56081944,-122.09093611,1,1,0
530228,63,2110,15,7,2015,4,19,7,47.67180278,-117.35358333,1,1,1
530231,61,170,17,7,2015,6,9,27,47.78429722,-122.20730556,1,1,0
530235,33,229,18,7,2015,7,23,31,47.48783333,-122.35001944,1,1,0
530237,33,109,19,7,2015,1,22,30,47.58026389,-122.16591944,1,1,1
530242,67,2320,19,6,2015,6,0,51,47.00795278,-122.90739167,2,1,0
530244,61,1280,17,6,2015,4,17,42,48.02804722,-122.14661389,1,1,0
530245,33,980,26,6,2015,6,11,27,47.54748889,-122.07086667,1,1,0
530246,33,109,21,7,2015,3,13,55,47.62191389,-122.18892222,1,1,0
530248,53,2230,10,7,2015,6,6,56,47.24352222,-122.45246111,1,1,0
530250,63,2110,15,7,2015,4,16,20,47.67275,-117.39654167,1,1,1
530253,53,2230,24,7,2015,6,10,30,47.24010278,-122.42473056,1,1,0
530255,63,2110,28,7,2015,3,10,38,47.67252778,-117.40954722,1,1,0
530259,53,2230,22,3,2015,1,13,0,47.23250833,-122.43079722,1,1,1
530261,33,109,23,3,2015,2,15,26,47.56775278,-122.18009167,2,1,0
530262,53,2230,17,7,2015,6,22,9,47.25542222,-122.52049722,1,1,0
530264,11,2370,5,5,2015,3,21,25,45.6472,-122.56591667,1,1,0
530270,53,2337,2,8,2015,1,21,46,47.20592778,-122.56885556,1,1,1
530272,63,2110,3,8,2015,2,20,40,47.70300556,-117.39512778,1,1,0
530273,53,1770,3,8,2015,2,14,10,47.20061389,-122.30126944,1,1,0
530274,53,747,3,8,2015,2,10,16,47.24207222,-122.35698611,1,1,0
530276,11,2370,5,8,2015,4,10,53,45.61547222,-122.50430556,1,2,0
530278,7,270,6,8,2015,5,16,16,47.51395278,-120.44651111,1,1,0
530279,33,1960,7,8,2015,6,18,9,47.61329444,-122.33006111,1,1,1
530280,33,1960,7,8,2015,6,0,58,47.50320833,-122.25111667,10,1,1
530284,77,2590,8,8,2015,7,20,58,46.57791389,-120.50288889,1,1,0
530286,9,1700,11,8,2015,3,13,30,48.10623056,-123.42266111,1,1,0
530289,33,1954,12,8,2015,4,22,17,47.58310833,-121.99857222,1,1,1
530290,33,229,14,8,2015,6,1,56,47.49628333,-122.35196944,1,1,1
530296,53,1124,17,8,2015,2,2,17,47.16456667,-122.52771667,1,1,1
530300,61,1215,22,8,2015,7,16,23,47.83263333,-122.28174167,1,1,0
530303,5,1020,25,8,2015,3,20,54,46.20055556,-119.11701389,1,1,0
530307,61,170,26,8,2015,4,9,48,47.79130556,-122.21517222,1,1,0
530309,53,2230,26,8,2015,4,13,27,47.22368611,-122.48281667,1,1,0
530310,33,2310,27,8,2015,5,15,12,47.49368889,-122.267075,1,1,0
530312,53,2230,28,8,2015,6,18,11,47.27258889,-122.37481389,10,1,1
530314,53,800,29,8,2015,7,10,42,47.35971389,-122.59195,2,1,0
530319,27,930,1,9,2015,3,10,40,46.97615278,-123.86541944,1,1,0
530320,61,690,19,6,2015,6,0,47,47.98646944,-122.20135833,2,1,0
530321,63,2110,2,9,2015,4,21,46,47.64661111,-117.458775,1,1,0
530324,33,1830,13,7,2015,2,13,45,47.503875,-122.16466944,1,1,0
530326,63,2110,4,9,2015,6,18,2,47.69342778,-117.36507222,1,1,1
530328,63,2110,5,9,2015,7,15,1,47.63255,-117.44466944,1,3,0
530331,33,1960,5,9,2015,7,17,35,47.66640833,-122.34728333,2,1,0
530335,61,1120,8,9,2015,3,6,9,47.99258611,-122.10461111,10,1,0
530337,33,1050,9,9,2015,4,2,8,47.66799444,-122.18719167,1,1,1
530341,33,1018,9,9,2015,4,8,52,47.75835,-122.25364444,1,1,0
530342,53,2230,9,9,2015,4,18,6,47.18279167,-122.43411389,1,1,0
530347,33,1830,13,8,2015,5,23,15,47.43980278,-122.21804167,1,1,0
530348,33,1960,11,9,2015,6,18,16,47.581,-122.30019444,1,1,0
530354,33,947,8,6,2015,2,9,45,47.56148889,-122.09435556,1,1,0
530356,33,735,13,9,2015,1,2,20,47.34741667,-122.30081389,10,1,0
530359,53,1350,13,9,2015,1,4,47,47.2486,-122.32479444,10,1,1
530360,53,2230,13,9,2015,1,1,15,47.23801389,-122.43509722,1,1,1
530362,33,2005,16,9,2015,4,13,26,47.77777778,-122.35469167,1,1,0
530363,27,930,16,9,2015,4,23,39,46.97247778,-123.86123611,2,1,1
530364,33,1960,16,9,2015,4,15,43,47.61694722,-122.35254722,1,1,0
530365,33,1960,16,9,2015,4,21,30,47.61294444,-122.29890278,2,1,0
530366,33,1960,16,9,2015,4,14,50,47.58981944,-122.32900278,1,1,0
530370,53,2230,20,9,2015,1,21,19,47.23285556,-122.43181667,2,1,0
530371,61,1280,20,9,2015,1,1,16,48.05174167,-122.15659722,1,1,0
530372,53,2230,22,9,2015,3,9,13,47.21485833,-122.483875,1,1,0
530373,53,1770,22,9,2015,3,21,31,47.21069444,-122.30408889,1,1,0
530375,61,2180,11,9,2015,6,9,17,47.86155278,-121.81776667,1,1,0
530379,67,1590,23,9,2015,4,19,51,47.05664444,-122.90044444,1,1,1
530380,33,1960,24,9,2015,5,11,11,47.646125,-122.34728056,1,5,0
530386,33,1960,28,9,2015,2,10,0,47.63235556,-122.34358889,1,1,0
530387,75,1760,28,9,2015,2,8,25,46.75985278,-117.1762,1,1,0
530388,33,1960,29,9,2015,3,5,12,47.6195,-122.32820278,1,1,0
530390,33,109,29,9,2015,3,10,25,47.62438611,-122.15364444,1,1,0
530392,33,1030,2,10,2015,6,17,27,47.4297,-122.22799167,1,1,1
530396,33,735,5,10,2015,2,13,21,47.32771389,-122.29384167,1,1,0
530397,63,2110,6,10,2015,3,5,45,47.65265556,-117.41390278,1,1,1
